timestamp,Bobcat_education_Dylan,Bobcat_education_Alissa,Bobcat_education_Coleman,Bobcat_other_Timothy,Bobcat_office_Justine
2016-01-03 18:00:00,0.0,65.54,0.39,0.0,
2016-01-03 19:00:00,0.0,65.5298,0.39,0.02,
2016-01-03 20:00:00,0.0,65.5435,0.39,0.02,
2016-01-03 21:00:00,0.0,65.5398,0.38,0.0,
2016-01-03 22:00:00,0.0,65.53,0.39,0.02,
2016-01-03 23:00:00,0.0,65.5376,0.38,0.01,
2016-01-04 00:00:00,0.0,65.53,0.4,0.02,
2016-01-04 01:00:00,0.0,65.5374,0.38,0.02,
2016-01-04 02:00:00,0.0,65.5433,0.39,0.0,
2016-01-04 03:00:00,0.0,0.0,0.38,0.02,
2016-01-04 04:00:00,0.0,65.53,0.38,0.02,
2016-01-04 05:00:00,0.0,65.54,0.39,0.01,
2016-01-04 06:00:00,0.0,0.0,0.38,0.02,
2016-01-04 07:00:00,0.0,65.53,0.39,0.0,
2016-01-04 08:00:00,0.0,0.0,0.52,0.03,
2016-01-04 09:00:00,0.0,0.0,1.54,0.0,
2016-01-04 10:00:00,0.0,0.0,3.55,0.01,
2016-01-04 11:00:00,0.0,65.5401,3.28,0.0,
2016-01-04 12:00:00,0.0,65.54,5.36,0.0,
2016-01-04 13:00:00,0.0,65.5331,4.75,0.01,
2016-01-04 14:00:00,0.0,131.0737,4.09,0.02,
2016-01-04 15:00:00,0.0,131.0833,1.86,0.0,
2016-01-04 16:00:00,0.0,131.0766,0.3,0.01,
2016-01-04 17:00:00,0.0,131.07,0.31,0.01,
2016-01-04 18:00:00,0.0,131.0733,0.38,0.01,
2016-01-04 19:00:00,0.0,131.0725,0.39,0.01,
2016-01-04 20:00:00,0.0,131.08,0.38,0.02,
2016-01-04 21:00:00,0.0,131.0698,0.39,0.01,
2016-01-04 22:00:00,0.0,196.6046,0.38,0.01,
2016-01-04 23:00:00,0.0,131.0733,0.38,0.02,
2016-01-05 00:00:00,0.0,196.6039,0.39,0.01,
2016-01-05 01:00:00,0.0,196.6044,0.38,0.01,
2016-01-05 02:00:00,0.0,131.0774,0.39,0.02,
2016-01-05 03:00:00,0.0,131.07,0.39,0.01,
2016-01-05 04:00:00,0.0,196.61,0.39,0.02,
2016-01-05 05:00:00,0.0,131.0698,0.38,0.0,
2016-01-05 06:00:00,0.0,65.5333,0.38,0.02,
2016-01-05 07:00:00,0.0,65.5374,0.39,0.02,
2016-01-05 08:00:00,0.0,65.5398,0.26,0.01,
2016-01-05 09:00:00,0.0,65.53,0.06,0.01,
2016-01-05 10:00:00,0.0,65.54,1.31,0.02,
2016-01-05 11:00:00,0.0,65.53,4.61,0.0,
2016-01-05 12:00:00,0.0,65.54,4.55,0.0,
2016-01-05 13:00:00,0.0,65.5398,5.99,0.02,
2016-01-05 14:00:00,0.0,65.5333,2.38,0.0,
2016-01-05 15:00:00,0.0,131.0705,1.09,0.0,
2016-01-05 16:00:00,0.0,65.5433,0.56,0.0,
2016-01-05 17:00:00,0.0,131.0733,0.28,0.01,
2016-01-05 18:00:00,0.0,131.0674,0.38,0.01,
2016-01-05 19:00:00,0.0,131.08,0.39,0.02,
2016-01-05 20:00:00,0.0,65.53,0.39,0.0,
2016-01-05 21:00:00,0.0,131.0698,0.38,0.02,
2016-01-05 22:00:00,0.0,131.0774,0.39,0.01,
2016-01-05 23:00:00,0.0,131.0707,0.38,0.02,
2016-01-06 00:00:00,0.0,131.0674,0.38,0.0,
2016-01-06 01:00:00,0.0,131.0696,0.39,0.02,
2016-01-06 02:00:00,0.0,196.6172,0.39,0.02,
2016-01-06 03:00:00,0.0,131.0733,0.38,0.0,
2016-01-06 04:00:00,0.0,131.0707,0.39,0.03,
2016-01-06 05:00:00,0.0,131.0833,0.38,0.0,
2016-01-06 06:00:00,0.0,65.5274,0.38,0.01,
2016-01-06 07:00:00,0.0,65.5433,0.4,0.03,
2016-01-06 08:00:00,0.0,65.5322,0.17,0.0,
2016-01-06 09:00:00,0.0,0.0,1.16,0.01,
2016-01-06 10:00:00,0.0,65.5433,1.87,0.0,
2016-01-06 11:00:00,0.0,0.0,2.59,0.01,
2016-01-06 12:00:00,0.0,65.54,2.3,0.04,
2016-01-06 13:00:00,0.0,65.53,2.77,0.05,
2016-01-06 14:00:00,0.0,65.54,2.05,0.04,
2016-01-06 15:00:00,0.0,0.0,0.09,0.0,
2016-01-06 16:00:00,0.0,65.5298,0.26,0.0,
2016-01-06 17:00:00,0.0,65.54,0.28,0.01,
2016-01-06 18:00:00,0.0,131.0719,0.39,0.01,
2016-01-06 19:00:00,0.0,65.5435,0.37,0.01,
2016-01-06 20:00:00,0.0,65.5331,0.39,0.02,
2016-01-06 21:00:00,0.0,65.5435,0.38,0.01,
2016-01-06 22:00:00,0.0,65.54,0.37,0.01,
2016-01-06 23:00:00,0.0,65.5325,0.39,0.02,
2016-01-07 00:00:00,0.0,131.0674,0.39,0.01,
2016-01-07 01:00:00,0.0,131.0827,0.39,0.01,
2016-01-07 02:00:00,0.0,65.5302,0.38,0.03,
2016-01-07 03:00:00,0.0,131.07,0.38,0.0,
2016-01-07 04:00:00,0.0,131.0772,0.39,0.02,
2016-01-07 05:00:00,0.0,65.5305,0.38,0.01,
2016-01-07 06:00:00,0.0,131.07,0.37,0.02,
2016-01-07 07:00:00,0.0,65.54,0.39,0.01,
2016-01-07 08:00:00,0.0,0.0,0.57,0.01,
2016-01-07 09:00:00,0.0,65.5398,3.04,0.07,
2016-01-07 10:00:00,0.0,65.5327,4.81,0.18,
2016-01-07 11:00:00,0.0,0.0,10.64,0.14,
2016-01-07 12:00:00,0.0,0.0,5.55,0.11,
2016-01-07 13:00:00,0.0,0.0,3.57,0.18,
2016-01-07 14:00:00,0.0,65.54,1.96,0.09,
2016-01-07 15:00:00,0.0,0.0,1.7,0.08,
2016-01-07 16:00:00,0.0,0.0,0.25,0.04,
2016-01-07 17:00:00,0.0,65.53,0.34,0.0,
2016-01-07 18:00:00,0.0,0.0,0.39,0.0,
2016-01-07 19:00:00,0.0,65.5395,0.41,0.01,
2016-01-07 20:00:00,0.0,65.5413,0.38,0.01,
2016-01-07 21:00:00,0.0,131.0713,0.39,0.02,
2016-01-07 22:00:00,0.0,131.07,0.39,0.02,
2016-01-07 23:00:00,0.0,131.0696,0.38,0.01,
2016-01-08 00:00:00,0.0,196.6053,0.39,0.0,
2016-01-08 01:00:00,0.0,262.1433,0.38,0.02,
2016-01-08 02:00:00,0.0,196.6107,0.36,0.02,
2016-01-08 03:00:00,0.0,262.1499,0.42,0.01,
2016-01-08 04:00:00,0.0,65.5294,0.18,0.01,
2016-01-08 05:00:00,0.0,,0.54,0.02,
2016-01-08 06:00:00,0.0,65.54,0.32,0.0,
2016-01-08 07:00:00,0.0,65.53,0.48,0.03,
2016-01-08 08:00:00,0.0,65.5374,0.2,0.0,
2016-01-08 09:00:00,0.0,0.0,0.53,0.03,
2016-01-08 10:00:00,0.0,0.0,1.58,0.13,
2016-01-08 11:00:00,0.0,0.0,4.16,0.31,
2016-01-08 12:00:00,0.0,0.0,5.56,0.53,
2016-01-08 13:00:00,0.0,65.5393,5.44,0.59,
2016-01-08 14:00:00,0.0,0.0,2.41,0.3,
2016-01-08 15:00:00,0.0,65.5295,1.97,0.25,
2016-01-08 16:00:00,0.0,131.0702,0.75,0.1,
2016-01-08 17:00:00,0.0,65.5413,0.28,0.0,
2016-01-08 18:00:00,0.0,131.07,0.41,0.01,
2016-01-08 19:00:00,0.0,131.0711,0.38,0.0,
2016-01-08 20:00:00,0.0,65.54,0.39,0.02,
2016-01-08 21:00:00,0.0,131.07,0.39,0.01,
2016-01-08 22:00:00,0.0,196.6072,0.39,0.01,
2016-01-08 23:00:00,0.0,196.6166,0.37,0.02,
2016-01-09 00:00:00,0.0,262.1344,0.39,0.01,
2016-01-09 01:00:00,0.0,262.1507,0.38,0.02,
2016-01-09 02:00:00,0.0,262.14,0.4,0.01,
2016-01-09 03:00:00,0.0,196.6092,0.38,0.01,
2016-01-09 04:00:00,0.0,262.1448,0.37,0.02,
2016-01-09 05:00:00,0.0,196.61,0.39,0.02,
2016-01-09 06:00:00,0.0,131.0698,0.39,0.0,
2016-01-09 07:00:00,0.0,196.61,0.38,0.03,
2016-01-09 08:00:00,0.0,131.07,0.19,0.0,
2016-01-09 09:00:00,0.0,65.5425,1.18,0.14,
2016-01-09 10:00:00,0.0,65.5305,3.28,0.24,
2016-01-09 11:00:00,0.0,0.0,3.49,0.39,
2016-01-09 12:00:00,0.0,0.0,5.96,0.48,
2016-01-09 13:00:00,0.0,0.0,4.6,0.31,
2016-01-09 14:00:00,0.0,65.5396,3.03,0.43,
2016-01-09 15:00:00,0.0,0.0,3.53,0.34,
2016-01-09 16:00:00,0.0,131.0711,0.71,0.11,
2016-01-09 17:00:00,0.0,65.54,0.28,0.0,
2016-01-09 18:00:00,0.0,65.53,0.38,0.01,
2016-01-09 19:00:00,0.0,131.0797,0.39,0.01,
2016-01-09 20:00:00,0.0,196.6026,0.39,0.01,
2016-01-09 21:00:00,0.0,262.1456,0.38,0.02,
2016-01-09 22:00:00,0.0,196.61,0.38,0.02,
2016-01-09 23:00:00,0.0,196.5974,0.39,0.0,
2016-01-10 00:00:00,0.0,262.15,0.38,0.02,
2016-01-10 01:00:00,0.0,196.6098,0.4,0.01,
2016-01-10 02:00:00,0.0,131.072,0.38,0.01,
2016-01-10 03:00:00,0.0,196.6131,0.39,0.02,
2016-01-10 04:00:00,0.0,131.0705,0.37,0.01,
2016-01-10 05:00:00,0.0,131.07,0.38,0.02,
2016-01-10 06:00:00,0.0,65.54,0.39,0.0,
2016-01-10 07:00:00,0.0,131.07,0.38,0.03,
2016-01-10 08:00:00,0.0,131.0674,0.33,0.01,
2016-01-10 09:00:00,0.0,65.54,0.17,0.0,
2016-01-10 10:00:00,0.0,131.07,0.04,0.04,
2016-01-10 11:00:00,0.0,65.5305,0.1,0.07,
2016-01-10 12:00:00,0.0,65.54,0.21,0.15,
2016-01-10 13:00:00,0.0,131.07,2.24,0.56,
2016-01-10 14:00:00,0.0,65.54,5.04,0.57,
2016-01-10 15:00:00,0.0,65.5274,1.93,0.31,
2016-01-10 16:00:00,0.0,65.5398,1.09,0.21,
2016-01-10 17:00:00,0.0,65.5425,0.38,0.01,
2016-01-10 18:00:00,0.0,65.53,0.38,0.01,
2016-01-10 19:00:00,0.0,131.07,0.38,0.0,
2016-01-10 20:00:00,0.0,65.54,0.38,0.01,
2016-01-10 21:00:00,0.0,65.54,0.39,0.02,
2016-01-10 22:00:00,0.0,65.5298,0.39,0.01,
2016-01-10 23:00:00,0.0,65.5433,0.38,0.01,
2016-01-11 00:00:00,0.0,131.07,0.39,0.02,
2016-01-11 01:00:00,0.0,65.5398,0.38,0.01,
2016-01-11 02:00:00,0.0,65.5276,0.38,0.02,
2016-01-11 03:00:00,0.0,131.07,0.38,0.01,
2016-01-11 04:00:00,0.0,65.5372,0.39,0.02,
2016-01-11 05:00:00,0.0,0.0,0.38,0.01,
2016-01-11 06:00:00,0.0,65.5374,0.38,0.02,
2016-01-11 07:00:00,0.0,65.53,0.38,0.01,
2016-01-11 08:00:00,0.0,131.07,0.75,0.01,
2016-01-11 09:00:00,0.0,131.0774,5.07,0.37,
2016-01-11 10:00:00,0.0,65.53,10.46,1.02,
2016-01-11 11:00:00,0.0,65.54,14.14,1.09,
2016-01-11 12:00:00,0.0,0.0,15.86,1.45,
2016-01-11 13:00:00,0.0,65.5296,,1.53,
2016-01-11 14:00:00,0.0,65.5398,15.65,1.33,
2016-01-11 15:00:00,0.0,65.5402,11.31,0.92,
2016-01-11 16:00:00,0.0,65.53,3.91,0.29,
2016-01-11 17:00:00,0.0,196.6109,0.88,0.0,
2016-01-11 18:00:00,0.0,131.0693,0.39,0.0,
2016-01-11 19:00:00,0.0,131.0693,0.39,0.01,
2016-01-11 20:00:00,0.0,65.5393,0.38,0.02,
2016-01-11 21:00:00,0.0,131.07,0.38,0.01,
2016-01-11 22:00:00,0.0,131.0674,0.39,0.01,
2016-01-11 23:00:00,0.0,196.6126,0.38,0.02,
2016-01-12 00:00:00,0.0,262.1456,0.39,0.01,
2016-01-12 01:00:00,0.0,262.1403,0.38,0.02,
2016-01-12 02:00:00,0.0,262.1405,0.39,0.01,
2016-01-12 03:00:00,0.0,262.1505,0.37,0.01,
2016-01-12 04:00:00,0.0,262.1405,0.38,0.02,
2016-01-12 05:00:00,0.0,196.6133,0.39,0.01,
2016-01-12 06:00:00,0.0,65.5433,0.39,0.02,
2016-01-12 07:00:00,0.0,65.5298,0.38,0.01,
2016-01-12 08:00:00,0.0,0.0,0.35,0.03,
2016-01-12 09:00:00,0.0,65.54,4.3,0.46,
2016-01-12 10:00:00,0.0,0.0,9.08,1.26,
2016-01-12 11:00:00,0.0,65.53,10.46,1.3,
2016-01-12 12:00:00,0.0,0.0,9.21,1.23,
2016-01-12 13:00:00,0.0,65.54,11.02,1.32,
2016-01-12 14:00:00,0.0,65.54,13.37,1.32,
2016-01-12 15:00:00,0.0,65.53,10.34,0.95,
2016-01-12 16:00:00,0.0,131.0728,4.32,0.33,
2016-01-12 17:00:00,0.0,131.0778,0.48,0.02,
2016-01-12 18:00:00,0.0,65.53,0.39,0.0,
2016-01-12 19:00:00,0.0,131.0698,0.37,0.02,
2016-01-12 20:00:00,0.0,131.0833,0.38,0.01,
2016-01-12 21:00:00,0.0,65.5333,0.38,0.0,
2016-01-12 22:00:00,0.0,196.6074,0.39,0.02,
2016-01-12 23:00:00,0.0,196.6131,0.39,0.01,
2016-01-13 00:00:00,0.0,262.1344,0.38,0.03,
2016-01-13 01:00:00,0.0,262.15,0.38,0.0,
2016-01-13 02:00:00,0.0,,0.39,0.02,
2016-01-13 03:00:00,0.0,262.1377,0.38,0.02,
2016-01-13 04:00:00,0.0,262.1403,0.39,0.0,
2016-01-13 05:00:00,0.0,196.6105,0.39,0.02,
2016-01-13 06:00:00,0.0,196.6133,0.37,0.01,
2016-01-13 07:00:00,0.0,0.0,0.37,0.02,
2016-01-13 08:00:00,0.0,65.5425,0.34,0.05,
2016-01-13 09:00:00,0.0,0.0,3.98,0.61,
2016-01-13 10:00:00,0.0,0.0,8.32,1.3,
2016-01-13 11:00:00,0.0,0.0,12.06,1.54,
2016-01-13 12:00:00,0.0,0.0,10.43,1.45,
2016-01-13 13:00:00,0.0,65.5333,5.13,0.88,
2016-01-13 14:00:00,0.0,65.54,4.57,0.67,
2016-01-13 15:00:00,0.0,131.07,3.33,0.53,
2016-01-13 16:00:00,0.0,65.5374,0.43,0.13,
2016-01-13 17:00:00,0.0,131.0707,0.29,0.0,
2016-01-13 18:00:00,0.0,131.07,0.39,0.0,
2016-01-13 19:00:00,0.0,65.5374,0.38,0.01,
2016-01-13 20:00:00,0.0,131.0731,0.38,0.02,
2016-01-13 21:00:00,0.0,131.0766,0.38,0.01,
2016-01-13 22:00:00,0.0,196.6072,0.39,0.0,
2016-01-13 23:00:00,0.0,196.6107,0.38,0.03,
2016-01-14 00:00:00,0.0,262.1423,0.39,0.01,
2016-01-14 01:00:00,0.0,,0.38,0.0,
2016-01-14 02:00:00,0.0,262.1407,0.39,0.03,
2016-01-14 03:00:00,0.0,,0.39,0.0,
2016-01-14 04:00:00,0.0,262.139,0.39,0.02,
2016-01-14 05:00:00,0.0,262.1515,0.37,0.02,
2016-01-14 06:00:00,0.0,131.0728,0.38,0.01,
2016-01-14 07:00:00,0.0,65.5302,0.39,0.02,
2016-01-14 08:00:00,0.0,0.0,0.33,0.0,
2016-01-14 09:00:00,0.0,0.0,0.25,0.01,
2016-01-14 10:00:00,0.0,0.0,0.05,0.0,
2016-01-14 11:00:00,0.0,65.5425,0.94,0.1,
2016-01-14 12:00:00,0.0,0.0,7.79,0.18,
2016-01-14 13:00:00,0.0,65.5374,10.7199,0.19,
2016-01-14 14:00:00,0.0,65.53,13.5,0.7,
2016-01-14 15:00:00,0.0,65.54,8.14,0.75,
2016-01-14 16:00:00,0.0,65.5333,2.67,0.25,
2016-01-14 17:00:00,0.0,131.08,0.26,0.01,
2016-01-14 18:00:00,0.0,131.0728,0.39,0.0,
2016-01-14 19:00:00,0.0,65.53,0.38,0.01,
2016-01-14 20:00:00,0.0,131.0807,0.37,0.01,
2016-01-14 21:00:00,0.0,131.07,0.4,0.02,
2016-01-14 22:00:00,0.0,131.07,0.38,0.01,
2016-01-14 23:00:00,0.0,196.6098,0.38,0.02,
2016-01-15 00:00:00,0.0,262.1431,0.38,0.01,
2016-01-15 01:00:00,0.0,262.1524,0.39,0.01,
2016-01-15 02:00:00,0.0,262.1405,0.39,0.01,
2016-01-15 03:00:00,0.0,262.1474,0.38,0.02,
2016-01-15 04:00:00,0.0,262.1436,0.39,0.02,
2016-01-15 05:00:00,0.0,196.6113,0.38,0.0,
2016-01-15 06:00:00,0.0,131.07,0.37,0.02,
2016-01-15 07:00:00,0.0,65.5274,0.39,0.01,
2016-01-15 08:00:00,0.0,65.5374,0.31,0.01,
2016-01-15 09:00:00,0.0,0.0,0.14,0.02,
2016-01-15 10:00:00,0.0,0.0,0.92,0.0,
2016-01-15 11:00:00,0.0,65.54,0.95,0.0,
2016-01-15 12:00:00,0.0,0.0,0.96,0.02,
2016-01-15 13:00:00,0.0,65.53,1.85,0.02,
2016-01-15 14:00:00,0.0,65.5431,1.95,0.03,
2016-01-15 15:00:00,0.0,65.5333,1.52,0.01,
2016-01-15 16:00:00,0.0,65.5376,0.44,0.0,
2016-01-15 17:00:00,0.0,131.0727,0.27,0.0,
2016-01-15 18:00:00,0.0,65.5402,0.36,0.01,
2016-01-15 19:00:00,0.0,131.0674,0.39,0.01,
2016-01-15 20:00:00,0.0,131.0694,0.39,0.02,
2016-01-15 21:00:00,0.0,131.0731,0.38,0.01,
2016-01-15 22:00:00,0.0,131.0748,0.39,0.01,
2016-01-15 23:00:00,0.0,262.1507,0.37,0.01,
2016-01-16 00:00:00,0.0,196.6157,0.4,0.02,
2016-01-16 01:00:00,0.0,262.14,0.38,0.01,
2016-01-16 02:00:00,0.0,262.15,0.39,0.01,
2016-01-16 03:00:00,0.0,262.1423,0.37,0.02,
2016-01-16 04:00:00,0.0,262.1379,0.38,0.01,
2016-01-16 05:00:00,0.0,196.6125,0.39,0.01,
2016-01-16 06:00:00,0.0,196.61,0.38,0.02,
2016-01-16 07:00:00,0.0,196.6125,0.38,0.01,
2016-01-16 08:00:00,0.0,131.0707,0.18,0.0,
2016-01-16 09:00:00,0.0,65.54,0.79,0.0,
2016-01-16 10:00:00,0.0,0.0,2.71,0.0,
2016-01-16 11:00:00,0.0,0.0,4.54,0.05,
2016-01-16 12:00:00,0.0,0.0,4.39,0.06,
2016-01-16 13:00:00,0.0,65.5333,3.54,0.03,
2016-01-16 14:00:00,0.0,65.5374,1.82,0.0,
2016-01-16 15:00:00,0.0,0.0,0.61,0.0,
2016-01-16 16:00:00,0.0,65.5298,0.25,0.0,
2016-01-16 17:00:00,0.0,65.5435,0.26,0.01,
2016-01-16 18:00:00,0.0,131.0674,0.38,0.0,
2016-01-16 19:00:00,0.0,131.0674,0.39,0.03,
2016-01-16 20:00:00,0.0,131.0833,0.39,0.01,
2016-01-16 21:00:00,0.0,196.594,0.38,0.01,
2016-01-16 22:00:00,0.0,,0.39,0.01,
2016-01-16 23:00:00,0.0,262.14,0.38,0.01,
2016-01-17 00:00:00,0.0,196.61,0.39,0.02,
2016-01-17 01:00:00,0.0,196.6129,0.39,0.01,
2016-01-17 02:00:00,0.0,262.1433,0.38,0.02,
2016-01-17 03:00:00,0.0,131.0707,0.38,0.01,
2016-01-17 04:00:00,0.0,196.6066,0.39,0.01,
2016-01-17 05:00:00,0.0,196.6172,0.38,0.02,
2016-01-17 06:00:00,0.0,131.07,0.38,0.01,
2016-01-17 07:00:00,0.0,131.07,0.38,0.01,
2016-01-17 08:00:00,0.0,131.0798,0.18,0.01,
2016-01-17 09:00:00,0.0,131.07,1.22,0.02,
2016-01-17 10:00:00,0.0,131.0698,5.03,0.1,
2016-01-17 11:00:00,0.0,131.067,11.63,0.25,
2016-01-17 12:00:00,0.0,131.0678,13.07,0.38,
2016-01-17 13:00:00,0.0,65.54,15.83,0.66,
2016-01-17 14:00:00,0.0,131.07,15.71,1.32,
2016-01-17 15:00:00,0.0,65.5431,10.88,1.03,
2016-01-17 16:00:00,0.0,65.5335,1.7,0.24,
2016-01-17 17:00:00,0.0,131.0833,0.25,0.01,
2016-01-17 18:00:00,0.0,65.53,0.38,0.0,
2016-01-17 19:00:00,0.0,131.07,0.38,0.01,
2016-01-17 20:00:00,0.0,65.5431,0.38,0.0,
2016-01-17 21:00:00,0.0,131.0737,0.38,0.02,
2016-01-17 22:00:00,0.0,65.54,0.39,0.01,
2016-01-17 23:00:00,0.0,65.5274,0.39,0.0,
2016-01-18 00:00:00,0.0,131.0825,0.38,0.03,
2016-01-18 01:00:00,0.0,65.5331,0.39,0.01,
2016-01-18 02:00:00,0.0,131.0737,0.38,0.01,
2016-01-18 03:00:00,0.0,65.54,0.38,0.02,
2016-01-18 04:00:00,0.0,131.07,0.38,0.01,
2016-01-18 05:00:00,0.0,65.54,0.39,0.01,
2016-01-18 06:00:00,0.0,0.0,0.37,0.02,
2016-01-18 07:00:00,0.0,65.5302,0.39,0.01,
2016-01-18 08:00:00,0.19,0.0,0.33,0.0,
2016-01-18 09:00:00,0.78,65.5374,0.05,0.1,
2016-01-18 10:00:00,2.1,65.5402,0.78,0.34,
2016-01-18 11:00:00,3.9,0.0,1.63,0.76,
2016-01-18 12:00:00,5.31,0.0,1.91,1.21,
2016-01-18 13:00:00,3.0,65.53,1.08,0.69,
2016-01-18 14:00:00,1.6,0.0,0.39,0.37,
2016-01-18 15:00:00,0.56,65.5435,0.4,0.2,
2016-01-18 16:00:00,0.34,131.067,0.18,0.1,
2016-01-18 17:00:00,0.04,65.5402,0.29,0.0,
2016-01-18 18:00:00,0.0,65.53,0.38,0.0,
2016-01-18 19:00:00,0.0,65.54,0.38,0.0,
2016-01-18 20:00:00,0.03,131.0725,0.39,0.01,
2016-01-18 21:00:00,0.03,65.5372,0.38,0.03,
2016-01-18 22:00:00,0.0,131.0678,0.39,0.0,
2016-01-18 23:00:00,0.0,196.61,0.38,0.02,
2016-01-19 00:00:00,0.06,196.594,0.39,0.02,
2016-01-19 01:00:00,0.0,262.1515,0.38,0.0,
2016-01-19 02:00:00,0.03,196.6066,0.39,0.02,
2016-01-19 03:00:00,0.03,196.6039,0.38,0.02,
2016-01-19 04:00:00,0.03,,0.38,0.01,
2016-01-19 05:00:00,0.0,131.07,0.39,0.02,
2016-01-19 06:00:00,0.04,131.0674,0.38,0.0,
2016-01-19 07:00:00,0.03,0.0,0.37,0.02,
2016-01-19 08:00:00,0.43,65.54,0.67,0.11,
2016-01-19 09:00:00,6.88,0.0,4.95,2.02,
2016-01-19 10:00:00,15.84,0.0,10.16,4.67,
2016-01-19 11:00:00,19.19,0.0,10.58,5.32,
2016-01-19 12:00:00,16.34,65.5274,7.94,4.8,
2016-01-19 13:00:00,15.63,65.54,9.28,4.69,
2016-01-19 14:00:00,13.06,131.0725,6.87,4.05,
2016-01-19 15:00:00,7.81,65.54,3.42,2.61,
2016-01-19 16:00:00,1.88,131.0725,0.38,0.72,
2016-01-19 17:00:00,0.09,65.5433,0.28,0.04,
2016-01-19 18:00:00,0.0,131.0668,0.38,0.0,
2016-01-19 19:00:00,0.03,65.5274,0.36,0.01,
2016-01-19 20:00:00,0.04,65.54,0.41,0.01,
2016-01-19 21:00:00,0.0,65.5402,0.38,0.01,
