timestamp,Panther_lodging_Dianna,Panther_lodging_Dean,Panther_lodging_Cora,Panther_parking_Lorriane,Panther_parking_Asia,Panther_lodging_Kara,Panther_lodging_Drew,Panther_lodging_Ricky,Panther_parking_Clarence,Panther_parking_Adela,Panther_lodging_Heather,Panther_office_Daina,Panther_lodging_Arlene,Panther_office_Catherine,Panther_other_Bethel,Panther_lodging_Paulette,Panther_other_Iva,Panther_education_Richard,Panther_parking_Jody,Panther_office_Woodrow,Panther_education_Aurora,Panther_office_Kristen,Panther_office_Antonette,Panther_office_Valarie,Panther_lodging_Georgie,Panther_lodging_Shelia,Panther_lodging_Juliet,Panther_parking_Stanley,Panther_lodging_Bonnie,Panther_lodging_Aaron,Panther_education_Karri,Panther_lodging_Jacquelyn,Panther_education_Lacey,Panther_lodging_Marlyn,Panther_lodging_Janice,Panther_office_Larry,Panther_lodging_Otis
2016-01-02 09:00:00,378.541,0.0,0.0,8.1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-02 10:00:00,0.0,0.0,1.1356,8.5172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-02 11:00:00,0.0,0.0,0.0,8.1386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,378.541,0.0,0.0
2016-01-02 12:00:00,0.0,0.0,0.0,8.1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.5142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-02 13:00:00,0.0,0.0,0.0,8.4036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-02 14:00:00,0.0,0.0,0.0,8.1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,378.541,,,,,0.0,0.0,378.541,0.0,0.0
2016-01-02 15:00:00,0.0,0.0,0.0,8.2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6781,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-02 16:00:00,0.0,0.0,0.0,8.0251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.5142,0.0,0.0,0.0,0.0,378.541,0.0,0.0,0.0,7.1923,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-02 17:00:00,0.0,0.0,0.0,8.2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,378.541,0.0,0.0
2016-01-02 18:00:00,378.541,0.0,0.0,8.5172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,378.541,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-02 19:00:00,0.0,0.0,0.0,7.9872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-02 20:00:00,0.0,0.0,0.0,8.0251,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,378.541,0.0,0.0
2016-01-02 21:00:00,0.0,0.0,0.0,8.7443,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.1356,0.0,0.0,0.0,0.0,,1.1356,0.0,0.0,6.0567,0.0,0.0,0.0,0.0,378.541,,,,,0.0,0.0,1135.623,0.0,0.0
2016-01-02 22:00:00,0.0,0.0,0.0,8.5929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6813.738,0.0,0.0,0.0,2.2712,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,11734.771,2.6498,0.0
2016-01-02 23:00:00,0.0,0.0,0.0,8.7443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,35.5829,0.0,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,378.541,1.1356,0.0
2016-01-03 00:00:00,0.0,0.0,0.0,8.7443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3406.869,,0.0,20062.673,0.0,0.0,,,0.0,0.0,1.1356,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-03 01:00:00,0.0,0.0,0.0,8.2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4542.492,,0.0,15520.181,,0.0,,,0.0,0.0,2.6498,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,378.541,1.1356,0.0
2016-01-03 02:00:00,0.0,0.0,0.0,8.7443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5678.115,,0.0,20819.755,0.0,0.0,,,0.0,0.0,2.2712,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,1.5142,0.0
2016-01-03 03:00:00,0.0,0.0,0.0,9.2743,0.0,0.0,6813.738,0.0,0.0,,0.0,,5678.115,2.6498,0.0,22712.46,0.0,0.0,,1.1356,0.0,0.0,1.1356,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,378.541,0.0,0.0
2016-01-03 04:00:00,0.0,0.0,20.4412,15.2552,0.0,0.0,4921.0329999999985,0.0,0.0,0.0,0.0,,7949.361,1.1356,0.0,23091.001,0.0,0.0,1135.623,0.0,0.0,0.0,1.1356,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,1.1356,0.0
2016-01-03 05:00:00,0.0,0.0,0.0,10.3342,0.0,0.0,10599.148,5678.115,0.0,0.0,0.0,,6435.196999999999,2.6498,0.0,20441.214,,0.0,0.0,1.1356,,0.0,6.0567,0.0,0.0,0.0,0.0,378.541,,,,,0.0,0.0,378.541,0.0,0.0
2016-01-03 06:00:00,0.0,0.0,0.0,9.8799,0.0,0.0,0.0,2271.246,0.0,0.0,0.0,,6435.196999999999,1.1356,0.0,7570.82,0.0,0.0,378.541,1.1356,0.0,0.0,7.1923,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1.1356,0.0
2016-01-03 07:00:00,0.0,0.0,1.1356,9.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7570.82,2.6498,0.0,0.0,,0.0,,0.0,,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,378.541,0.0,0.0
2016-01-03 08:00:00,378.541,0.0,0.0,10.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.1356,0.0,378.541,0.0,0.0,0.0,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-03 09:00:00,0.0,0.0,0.0,9.9556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5142,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,378.541,0.0,0.0
2016-01-03 10:00:00,0.0,0.0,0.0,10.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0567,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-03 11:00:00,0.0,0.0,0.0,10.2206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,378.541,,,,,0.0,0.0,378.541,0.0,0.0
2016-01-03 12:00:00,0.0,0.0,0.0,10.2206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-03 13:00:00,0.0,0.0,0.0,10.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-03 14:00:00,0.0,0.0,0.0,10.2206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,378.541,0.0,0.0
2016-01-03 15:00:00,0.0,0.0,1.1356,9.9935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0567,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-03 16:00:00,378.541,0.0,0.0,10.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-03 17:00:00,0.0,0.0,0.0,10.4477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1356,0.0,0.0,4.921,0.0,0.0,0.0,0.0,378.541,,,,,0.0,,378.541,0.0,0.0
2016-01-03 18:00:00,0.0,0.0,0.0,10.9777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0
2016-01-03 19:00:00,0.0,,1.1356,11.3184,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,378.541,0.0,0.0
2016-01-03 20:00:00,0.0,0.0,0.0,11.5834,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4069,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-03 21:00:00,0.0,0.0,0.0,11.3562,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,0.0,6.0567,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-03 22:00:00,0.0,0.0,0.0,11.4319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,378.541,,0.0
2016-01-03 23:00:00,0.0,0.0,0.0,11.5834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,378.541,0.0,0.0
2016-01-04 00:00:00,0.0,0.0,0.0,11.8105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.921,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.6498,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0
2016-01-04 01:00:00,0.0,0.0,1.1356,12.3404,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.1356,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.2712,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0
2016-01-04 02:00:00,0.0,0.0,0.0,12.4161,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.6498,0.0,378.541,,0.0,0.0,0.0,0.0,0.0,1.1356,0.0,,0.0,0.0,378.541,,,,,0.0,0.0,10220.607,,0.0
2016-01-04 03:00:00,0.0,0.0,0.0,12.2269,,0.0,6813.738,0.0,0.0,0.0,0.0,,0.0,3.4069,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.2712,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,10220.607,,0.0
2016-01-04 04:00:00,0.0,0.0,0.0,12.0376,,0.0,5299.574000000001,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,1.1356,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,4921.0329999999985,0.0,0.0
2016-01-04 05:00:00,0.0,0.0,0.0,12.0755,0.0,0.0,10599.148,0.0,0.0,0.0,0.0,,0.0,3.4069,0.0,0.0,,0.0,0.0,1.1356,,0.0,2.6498,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,3406.869,1.5142,0.0
2016-01-04 06:00:00,0.0,0.0,0.0,11.8483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6945.4703,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,6435.196999999999,3.4069,0.0
2016-01-04 07:00:00,378.541,0.0,0.0,12.0755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.1356,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1878.699,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1135.623,0.0,0.0
2016-01-04 08:00:00,0.0,0.0,1.1356,12.3026,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,378.541,0.0,0.0,5678.115,0.0,0.0,0.0,5.6781,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1514.164,0.0,0.0
2016-01-04 09:00:00,0.0,0.0,1.1356,12.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,7.1923,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,378.541,0.0,0.0
2016-01-04 10:00:00,0.0,0.0,0.0,12.6811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0567,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-04 11:00:00,0.0,0.0,0.0,12.189,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,378.541,,,,,0.0,0.0,378.541,0.0,0.0
2016-01-04 12:00:00,0.0,0.0,0.0,12.189,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1923,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-04 13:00:00,0.0,0.0,0.0,12.0755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,378.541,0.0,0.0
2016-01-04 14:00:00,0.0,0.0,0.0,11.8105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1356,0.0,0.0,5.6781,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-04 15:00:00,378.541,0.0,1.1356,12.2269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1923,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,378.541,0.0,0.0
2016-01-04 16:00:00,0.0,0.0,6.8137,13.4004,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.5142,0.0,0.0,0.0,0.0,378.541,0.0,0.0,0.0,10.5991,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2016-01-04 17:00:00,0.0,,4.5425,12.8325,0.0,0.0,0.0,0.0,,0.0,,,378.541,0.0,0.0,378.541,0.0,0.0,0.0,0.0,0.0,0.0,6.0567,0.0,0.0,0.0,0.0,378.541,,,,,0.0,0.0,378.541,0.0,0.0
