sum_conso,mean_conso,min_conso,max_conso,first_conso,last_conso,median_conso,airTemperature,cloudCoverage,dewTemperature,precipDepth1HR,precipDepth6HR,seaLvlPressure,windDirection,windSpeed,month,day_of_week
59.72,3.143157894736842,0.2,14.86,0.39,0.39,0.39,8.508333333333333,0.2727272727272727,-2.9749999999999996,0.0,,1019.0666666666666,276.8181818181818,5.0125,4,5
61.2,3.2210526315789476,0.21,15.07,0.39,0.39,0.39,9.925,0.3333333333333333,-4.929166666666666,0.0,,1021.9291666666668,58.18181818181818,5.8500000000000005,4,6
88.95,4.043181818181818,0.18,14.69,0.39,0.39,0.39,10.391666666666667,1.125,-4.241666666666666,0.0,,1021.5791666666668,128.33333333333334,3.0999999999999996,4,0
70.03,3.5015,0.26,15.42,0.38,0.39,0.39,12.404166666666669,0.0,0.2625,0.0,,1016.5416666666666,192.72727272727272,2.8874999999999997,4,1
85.08,4.051428571428572,0.15,15.57,0.38,0.38,0.39,14.908333333333331,0.0,1.6,0.0,,1012.9375,203.52941176470588,2.769565217391305,4,2
81.83,3.8966666666666665,0.06,15.53,0.39,0.39,0.39,18.0375,0.0,0.6958333333333333,0.0,,1010.5833333333334,142.6315789473684,3.1750000000000003,4,3
103.03,4.292916666666667,0.0,15.35,0.38,0.38,0.39,20.120833333333337,0.0,-2.470833333333333,0.0,,1003.6375,176.25,6.4624999999999995,4,4
40.43,1.684583333333333,0.2,7.1,0.4,0.38,0.39,10.4625,0.6666666666666666,3.154166666666667,5.375,44.333333333333336,1004.625,225.41666666666663,5.75,4,5
88.71,4.032272727272727,0.22,14.56,0.39,0.39,0.39,10.391666666666667,0.7272727272727273,3.0625,1.7083333333333333,41.0,1009.7291666666666,193.04347826086956,3.0875,4,6
60.39,2.51625,0.1,14.62,0.38,0.39,0.385,9.654166666666669,0.6666666666666666,3.7458333333333336,0.3333333333333333,1.0,1000.3304347826088,177.91666666666666,4.1375,4,0
77.62,3.234166666666667,0.18,13.79,0.39,0.38,0.39,10.004166666666666,0.0,3.8666666666666663,-0.0833333333333333,-1.0,1006.0916666666668,276.25,4.4624999999999995,4,1
63.06,2.6275,0.24,12.92,0.38,0.39,0.45,9.8875,3.5,4.091666666666667,-0.1666666666666666,-1.0,1007.1625,164.76190476190476,2.475,4,2
56.94,2.3725,0.09,9.88,0.39,0.38,0.395,9.329166666666667,0.0,0.7000000000000001,-0.25,-1.0,1004.7833333333332,84.54545454545455,5.430434782608696,4,3
73.5,3.1956521739130435,0.3,11.73,0.39,0.39,0.4,8.799999999999999,0.5,0.7124999999999999,-0.0416666666666666,-1.0,1008.9583333333334,178.63636363636363,2.391304347826087,4,4
91.96,3.8316666666666666,0.05,15.58,0.38,0.37,0.39,9.954166666666667,2.0,0.0458333333333332,0.0,,1011.7260869565216,130.0,4.266666666666667,4,5
70.42,3.3533333333333335,0.15,14.6,0.39,0.39,0.39,11.070833333333333,0.5263157894736842,-4.3875,0.0,,1015.4458333333332,122.5,6.545,5,6
126.56,5.273333333333333,0.07,15.91,0.38,0.38,0.56,13.116666666666667,0.0,-2.0124999999999997,0.0,,1018.8875,150.43478260869566,3.1833333333333336,5,0
87.34,4.1590476190476195,0.04,15.77,0.39,0.38,0.39,14.6125,0.0,0.5625,0.0,,1019.1708333333332,211.9047619047619,3.134782608695652,5,1
94.83,4.3104545454545455,0.27,15.84,0.39,0.38,0.39,17.933333333333334,0.0,1.3791666666666669,0.0,,1014.1958333333332,162.08333333333334,3.0875,5,2
88.99,3.7079166666666663,0.24,13.63,0.39,0.39,0.405,21.041666666666668,0.1666666666666666,1.6291666666666669,0.0,,1006.5791666666668,159.56521739130434,4.075,5,3
52.05,2.16875,0.19,9.96,0.39,0.38,0.39,17.0,1.3333333333333333,5.004166666666666,0.0416666666666666,-1.0,1004.4565217391304,107.27272727272728,4.9750000000000005,5,4
35.44,1.5408695652173912,0.05,8.33,0.39,0.39,0.39,11.595833333333331,0.1818181818181818,6.233333333333333,-0.3809523809523809,-1.0,1008.2833333333332,160.45454545454547,2.466666666666667,5,5
24.25,1.0104166666666667,0.15,4.29,0.38,0.39,0.39,9.691666666666666,,7.891666666666667,-0.4545454545454545,,1006.0208333333334,133.75,2.8958333333333335,5,6
83.9201,3.4966708333333334,0.05,13.32,0.38,0.38,0.47,12.870833333333332,1.0,5.345833333333334,0.4666666666666667,8.0,1005.6416666666668,229.1304347826087,4.713043478260869,5,0
112.5201,4.892178260869565,0.04,16.1,0.39,0.37,0.39,8.154166666666667,0.7777777777777778,-1.2458333333333331,0.0,,1017.4125,257.36842105263156,3.0333333333333337,5,1
87.84,4.182857142857143,0.05,15.58,0.39,0.38,0.39,9.541666666666666,0.3333333333333333,-0.9666666666666668,0.0,,1023.5791666666668,187.5,2.2045454545454546,5,2
87.67,4.174761904761905,0.02,16.19,0.39,0.4,0.39,14.283333333333331,0.0,-0.5708333333333333,-0.0833333333333333,-1.0,1021.2625,142.22222222222223,2.829166666666667,5,3
99.93,4.542272727272727,0.02,15.78,0.38,0.39,0.39,18.945833333333333,0.0,0.2375,0.0,,1015.5541666666668,168.69565217391303,2.908333333333333,5,4
107.05,4.460416666666666,0.02,15.62,0.39,0.39,0.455,20.616666666666667,0.0833333333333333,1.6625,0.0,,1006.5958333333332,183.33333333333337,4.329166666666667,5,5
78.44,3.268333333333333,0.2,14.16,0.38,0.38,0.955,15.920833333333334,0.4444444444444444,5.079166666666667,-0.1666666666666666,-1.0,1004.6083333333332,250.0,4.386956521739131,5,6
87.1903,3.6329291666666665,0.18,11.9901,0.4,0.39,0.405,13.433333333333332,1.6,5.141666666666667,-0.0833333333333333,-1.0,1010.0041666666666,178.2608695652174,3.3666666666666667,5,0
64.22,3.211,0.21,12.93,0.37,0.38,0.39,14.6875,0.4705882352941176,2.5458333333333334,0.0,,1014.5125,53.333333333333336,5.5375000000000005,5,1
109.66,4.767826086956521,0.07,15.1,0.39,0.39,0.39,16.224999999999998,0.1666666666666666,3.9958333333333336,0.0,,1013.7833333333332,197.1428571428571,2.4681818181818183,5,2
108.54,4.5225,0.17,16.2,0.38,0.39,0.39,16.941666666666666,1.1666666666666667,5.483333333333333,4.041666666666667,97.0,1004.6043478260872,190.41666666666663,6.625,5,3
53.92,2.2466666666666666,0.26,7.89,0.39,0.38,0.395,16.795833333333334,2.6666666666666665,5.970833333333334,1.75,15.333333333333334,999.125,175.65217391304347,5.417391304347826,5,4
78.49,3.4126086956521737,0.21,14.54,0.37,0.39,0.39,13.029166666666669,1.0909090909090908,3.6458333333333335,5.125,41.666666666666664,1005.9083333333332,190.95238095238096,4.2,5,5
109.64,4.568333333333333,0.28,14.28,0.38,0.39,1.45,10.395833333333334,0.4615384615384615,2.7916666666666665,0.5833333333333334,9.0,1012.025,170.5,2.9434782608695653,5,6
85.48,4.070476190476191,0.26,15.47,0.38,0.36,0.39,12.9625,0.5714285714285714,1.8708333333333331,0.0,,1009.4541666666668,200.0,2.6523809523809527,5,0
62.11,2.587916666666666,0.21,11.06,0.33,0.39,0.39,13.583333333333334,1.2727272727272727,3.1,0.0,3.0,1006.9434782608696,174.7826086956522,3.0,5,1
106.11,4.42125,0.14,13.97,0.3,0.38,1.15,13.058333333333332,0.5555555555555556,4.875,0.0,,1012.8625,224.34782608695653,3.6625,5,2
83.5,3.7954545454545454,0.06,15.43,0.38,0.39,0.47,14.045833333333334,0.8571428571428571,4.7250000000000005,-0.1666666666666666,-1.0,1011.8208333333332,238.63636363636363,3.0130434782608693,5,3
81.85000000000001,3.897619047619048,0.22,15.31,0.38,0.39,0.39,14.716666666666669,1.9,5.045833333333333,0.3333333333333333,8.0,1010.3708333333334,210.45454545454547,3.4956521739130437,5,4
86.42,4.115238095238095,0.19,15.04,0.38,0.39,0.39,15.5125,0.4761904761904761,4.7,0.0,,1013.1,201.36363636363637,2.152173913043478,5,5
113.22,4.7175,0.08,15.33,0.39,0.39,0.565,18.154166666666665,0.6666666666666666,4.533333333333333,0.625,13.0,1013.7583333333332,180.45454545454547,3.2956521739130435,5,6
84.09,4.0042857142857144,0.03,15.27,0.39,0.4,0.39,18.2625,0.1818181818181818,6.0125,0.3333333333333333,10.0,1014.1166666666668,256.3636363636364,3.3041666666666667,5,0
86.60000000000001,4.123809523809524,0.07,15.54,0.38,0.4,0.39,17.204166666666666,0.0,2.766666666666667,0.0,,1013.8916666666668,206.31578947368425,2.1217391304347823,5,1
97.38,4.426363636363636,0.03,15.6,0.38,0.39,0.39,18.658333333333335,0.0,1.8916666666666664,0.0,,1013.7458333333334,160.52631578947367,2.7291666666666665,6,2
110.32,4.596666666666667,0.04,15.25,0.38,0.39,0.73,20.783333333333335,0.0,2.2041666666666666,0.0,,1013.8625,185.65217391304347,3.3625000000000003,6,3
112.98,4.912173913043478,0.23,16.16,0.38,0.39,0.44,20.858333333333334,0.0,5.8125,0.0,,1018.9041666666668,226.5217391304348,2.9521739130434783,6,4
129.51,5.396249999999999,0.1,16.13,0.38,0.38,0.595,23.175,0.0,8.05,0.0,,1017.1625,210.95238095238096,2.6458333333333335,6,5
